,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1418,9350-VLHMB,Male,0,True,True,67,True,True,Fiber optic,False,True,False,False,False,True,Month-to-month,True,Bank transfer (automatic),89.55000305175781,6373.10009765625,False
1419,3498-LZGQZ,Male,0,True,True,63,True,False,No,,,,,,,Two year,True,Mailed check,19.149999618530277,1177.050048828125,False
1420,8785-CJSHH,Female,0,True,False,60,True,True,Fiber optic,False,True,False,False,True,True,Month-to-month,True,Electronic check,99.8000030517578,5985.75,False
1421,5357-TZHPP,Male,1,False,False,9,True,True,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Credit card (automatic),84.4000015258789,732.5,True
1422,3870-SPZSI,Female,0,True,True,70,True,True,Fiber optic,True,True,True,True,True,True,Two year,True,Credit card (automatic),113.0500030517578,7869.0498046875,False
1423,0680-DFNNY,Male,0,True,False,15,True,True,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Electronic check,101.0999984741211,1504.050048828125,True
1424,7560-QRBXH,Female,0,False,True,48,True,False,No,,,,,,,One year,False,Mailed check,19.950000762939453,936.7000122070312,False
1425,7077-XJMET,Male,0,True,False,12,True,False,DSL,False,False,True,True,True,True,Month-to-month,True,Electronic check,74.1500015258789,741.4000244140625,False
1426,8752-GHJFU,Male,1,True,False,71,True,True,Fiber optic,True,True,True,True,False,False,One year,True,Electronic check,92.0,6585.2001953125,False
1427,6896-SRVYQ,Male,1,False,False,44,True,False,Fiber optic,False,False,True,False,False,False,Month-to-month,False,Electronic check,73.8499984741211,3122.39990234375,False
1428,7767-UXAGJ,Male,0,False,False,1,True,True,DSL,False,False,False,False,False,False,Month-to-month,True,Electronic check,50.45000076293945,50.45000076293945,True
1429,4652-ODEVH,Male,0,True,True,45,True,True,No,,,,,,,Two year,False,Mailed check,24.450000762939453,1088.25,False
1430,6510-UPNKS,Female,0,False,False,23,True,True,No,,,,,,,One year,False,Credit card (automatic),24.799999237060547,615.3499755859375,False
1431,6718-BDGHG,Female,0,True,False,43,True,True,DSL,False,False,False,True,True,False,One year,True,Bank transfer (automatic),64.8499984741211,2908.199951171875,False
1432,9046-DQMTP,Male,0,False,False,35,True,False,No,,,,,,,Month-to-month,False,Bank transfer (automatic),20.75,739.9000244140625,False
1433,6439-LAJXL,Male,0,True,False,9,True,False,DSL,True,True,False,True,True,False,Month-to-month,True,Mailed check,68.94999694824219,593.8499755859375,False
1434,1571-SAVHK,Male,0,False,False,12,True,True,Fiber optic,False,False,False,True,True,True,Month-to-month,True,Mailed check,99.9499969482422,1132.75,True
1435,9052-VKDUW,Female,1,True,False,65,True,True,Fiber optic,True,True,True,False,True,True,Month-to-month,True,Credit card (automatic),109.4000015258789,7227.4501953125,False
1436,9546-CQJSU,Female,0,False,False,2,True,True,Fiber optic,False,False,True,False,True,False,Month-to-month,True,Electronic check,91.4000015258789,193.6000061035156,True
1437,1666-JZPZT,Male,0,False,False,27,True,True,DSL,False,False,False,False,False,False,Month-to-month,False,Mailed check,49.0,1291.3499755859375,False
1438,5777-KJIRB,Female,0,False,False,40,True,False,DSL,False,False,True,False,False,False,One year,True,Mailed check,50.25,2023.550048828125,False
1439,0506-LVNGN,Female,1,False,False,5,True,False,Fiber optic,False,False,True,False,False,False,Month-to-month,True,Credit card (automatic),75.55000305175781,349.6499938964844,True
1440,7677-SJJJK,Male,0,True,True,8,True,False,No,,,,,,,One year,False,Credit card (automatic),19.899999618530277,153.9499969482422,False
1441,2480-EJWYP,Female,1,True,False,58,True,True,Fiber optic,False,True,False,False,True,True,One year,True,Bank transfer (automatic),97.8000030517578,5458.7998046875,False
1442,3253-HKOKL,Female,0,True,True,52,True,False,Fiber optic,True,False,True,False,True,True,One year,False,Electronic check,100.3000030517578,5244.4501953125,False
1443,7055-HNEOJ,Male,0,True,False,3,True,False,DSL,False,False,True,True,False,False,Month-to-month,True,Mailed check,55.79999923706055,154.5500030517578,False
1444,5514-YQENT,Male,0,False,True,41,True,False,Fiber optic,True,True,True,True,True,True,Two year,True,Electronic check,111.1500015258789,4507.14990234375,False
1445,3211-AAPKX,Male,0,False,False,20,True,True,Fiber optic,False,False,False,True,True,True,Month-to-month,True,Mailed check,98.5500030517578,2031.949951171875,False
1446,8445-DNBAE,Male,0,False,True,1,True,True,DSL,False,False,False,False,False,False,Month-to-month,True,Electronic check,50.04999923706055,50.04999923706055,False
1447,2951-QOQTK,Male,0,False,True,4,True,True,Fiber optic,False,False,False,True,False,False,Month-to-month,False,Credit card (automatic),80.80000305175781,332.45001220703125,True
1448,2958-NHPPS,Male,0,False,False,23,True,False,No,,,,,,,Month-to-month,False,Electronic check,20.850000381469727,473.8999938964844,False
1449,6806-YDEUL,Female,1,False,False,6,True,False,No,,,,,,,Month-to-month,False,Bank transfer (automatic),19.5,106.8000030517578,False
1450,1735-XMJVH,Male,0,True,True,8,True,False,No,,,,,,,Month-to-month,True,Mailed check,19.350000381469727,152.60000610351562,False
1451,6890-PFRQX,Male,0,False,False,18,True,True,DSL,True,False,True,False,True,False,Month-to-month,False,Mailed check,69.5,1199.4000244140625,False
1452,0222-CNVPT,Male,1,False,False,52,False,,DSL,True,False,False,False,True,True,Month-to-month,True,Credit card (automatic),48.79999923706055,2555.050048828125,False
1453,5899-OUVKV,Male,0,False,False,31,True,False,Fiber optic,False,True,False,False,True,True,Month-to-month,True,Electronic check,94.5,2979.199951171875,False
1454,8681-ICONS,Male,0,True,True,29,True,False,No,,,,,,,Month-to-month,True,Mailed check,20.649999618530277,654.8499755859375,False
1455,1621-YNCJH,Female,0,True,False,36,True,True,Fiber optic,True,True,True,True,False,True,Two year,True,Credit card (automatic),106.0500030517578,3834.39990234375,False
1456,3473-XIIIT,Female,0,True,False,16,True,True,Fiber optic,False,True,False,False,True,True,Month-to-month,True,Electronic check,100.0,1534.75,True
1457,6362-QHAFM,Male,0,True,False,42,True,True,Fiber optic,False,False,True,True,True,True,One year,True,Electronic check,108.3000030517578,4586.14990234375,False
1458,7893-IXHRQ,Male,0,False,False,1,True,False,No,,,,,,,Month-to-month,False,Electronic check,20.549999237060547,20.549999237060547,True
1459,3070-BDOQC,Female,0,False,False,60,True,False,Fiber optic,False,True,True,False,True,True,Two year,True,Electronic check,99.6500015258789,5941.0498046875,False
1460,2952-QAYZF,Male,0,False,False,5,True,True,Fiber optic,False,True,True,False,False,False,Month-to-month,True,Electronic check,85.30000305175781,424.1499938964844,True
1461,6234-PFPXL,Male,0,True,False,22,True,True,Fiber optic,True,False,False,True,True,False,Month-to-month,False,Credit card (automatic),95.9000015258789,2234.949951171875,False
1462,9824-QCJPK,Male,0,True,False,36,True,False,No,,,,,,,One year,False,Mailed check,20.0,666.75,False
1463,4763-PGDPO,Female,0,False,False,4,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Electronic check,70.4000015258789,281.0,True
1464,4283-IVYCI,Male,0,False,False,9,True,False,DSL,True,False,False,True,False,True,Month-to-month,False,Mailed check,64.94999694824219,547.7999877929688,False
1465,1866-OBPNR,Male,0,True,True,1,True,False,Fiber optic,False,True,False,False,False,False,Month-to-month,False,Credit card (automatic),74.5999984741211,74.5999984741211,False
1466,8205-MQUGY,Male,0,True,True,12,True,False,DSL,True,False,False,False,False,False,Month-to-month,True,Electronic check,49.20000076293945,571.1500244140625,False
1467,8970-ANWXO,Female,0,False,False,23,True,True,DSL,False,False,False,True,True,True,One year,True,Mailed check,73.75,1756.5999755859375,False
1468,9480-BQJEI,Male,0,False,False,62,True,True,Fiber optic,True,True,False,False,False,True,One year,True,Bank transfer (automatic),92.3000030517578,5731.4501953125,False
1469,5394-SVGJV,Male,0,False,False,37,True,True,Fiber optic,False,False,False,True,True,True,Month-to-month,False,Bank transfer (automatic),98.8000030517578,3475.550048828125,True
1470,6979-TNDEU,Female,0,False,False,8,True,False,No,,,,,,,Month-to-month,False,Mailed check,19.200000762939453,156.85000610351562,False
1471,9777-WJJPR,Male,0,True,False,31,True,True,Fiber optic,False,False,True,False,True,False,Month-to-month,False,Credit card (automatic),88.6500015258789,2683.199951171875,False
1472,9283-LZQOH,Male,0,True,True,13,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Credit card (automatic),74.4000015258789,896.75,True
1473,7079-QRCBC,Female,0,False,False,24,True,True,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Electronic check,98.75,2407.300048828125,True
1474,9495-SKLKD,Male,0,True,True,45,True,True,Fiber optic,False,True,True,False,False,True,Month-to-month,True,Bank transfer (automatic),95.9499969482422,4456.64990234375,False
1475,6048-UWKAL,Female,1,True,False,69,True,True,Fiber optic,False,True,False,True,True,True,Two year,False,Credit card (automatic),105.4000015258789,6998.9501953125,False
1476,5067-DGXLL,Male,0,False,False,2,True,False,No,,,,,,,Month-to-month,False,Mailed check,20.25,36.79999923706055,False
1477,5469-CTCWN,Male,0,True,True,61,True,True,Fiber optic,True,True,False,False,True,True,One year,True,Electronic check,106.0,6547.7001953125,True
1478,9851-QXEEQ,Male,0,False,False,41,True,True,Fiber optic,False,True,True,False,True,True,Month-to-month,True,Electronic check,104.6999969482422,4346.39990234375,True
1479,6281-FKEWS,Female,0,False,False,44,False,,DSL,False,False,True,False,True,True,One year,True,Electronic check,49.04999923706055,2265.0,False
1480,8898-KASCD,Male,0,False,False,39,False,,DSL,False,False,True,True,False,False,One year,False,Mailed check,35.54999923706055,1309.1500244140625,False
1481,9242-TKFSV,Male,0,True,True,72,False,,DSL,True,True,True,True,True,True,Two year,True,Credit card (automatic),65.0999984741211,4754.2998046875,False
1482,9290-SHCMB,Female,1,False,False,13,True,False,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Electronic check,96.8499984741211,1235.550048828125,False
1483,0743-HNPFG,Female,0,True,True,51,True,False,DSL,True,True,False,True,False,True,One year,True,Credit card (automatic),69.75,3562.5,False
1484,2277-BKJKN,Female,1,True,False,71,True,False,Fiber optic,False,True,True,False,True,True,Two year,True,Electronic check,99.1999969482422,7213.75,False
1485,9809-IMGCQ,Male,1,False,False,22,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Electronic check,96.6999969482422,2082.949951171875,True
1486,5208-HFSBT,Female,0,False,False,2,True,False,DSL,False,True,False,True,False,False,Month-to-month,True,Credit card (automatic),55.04999923706055,102.75,True
1487,5035-PGZXH,Female,0,False,False,56,True,True,Fiber optic,False,True,True,False,True,True,One year,True,Electronic check,106.8000030517578,5914.39990234375,False
1488,8695-WDYEA,Male,0,False,False,1,True,False,DSL,True,False,False,False,False,False,Month-to-month,False,Mailed check,51.25,51.25,False
1489,6543-JXSOO,Female,0,True,True,23,True,False,DSL,True,True,False,True,False,False,One year,True,Mailed check,57.75,1282.8499755859375,False
1490,8016-ZMGMO,Female,1,True,False,66,True,True,DSL,False,True,True,False,True,False,One year,True,Bank transfer (automatic),70.8499984741211,4738.85009765625,False
1491,8605-ITULD,Female,0,False,False,1,True,False,No,,,,,,,Month-to-month,False,Mailed check,19.549999237060547,19.549999237060547,False
1492,3254-YRILK,Male,1,False,False,19,True,True,Fiber optic,False,True,False,False,True,False,Month-to-month,True,Electronic check,88.19999694824219,1775.800048828125,True
1493,6416-YJTTB,Male,0,False,False,11,True,False,Fiber optic,True,False,True,False,False,False,Month-to-month,True,Bank transfer (automatic),79.5,795.6500244140625,False
1494,2667-WYLWJ,Female,0,True,True,8,True,False,No,,,,,,,One year,True,Mailed check,19.75,145.0,True
1495,4472-VESGY,Female,0,True,True,52,True,True,Fiber optic,True,True,True,False,False,True,Month-to-month,False,Bank transfer (automatic),98.1500015258789,4993.39990234375,False
1496,3195-TQDZX,Male,0,False,False,3,True,False,No,,,,,,,Month-to-month,True,Electronic check,20.25,61.45000076293945,False
1497,3128-YOVTD,Female,0,True,True,51,True,False,Fiber optic,True,True,False,False,False,False,Month-to-month,True,Bank transfer (automatic),79.1500015258789,4018.550048828125,False
1498,0529-ONKER,Male,1,False,False,15,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Electronic check,75.6500015258789,1146.6500244140625,True
1499,1728-CXQBE,Male,1,True,False,64,True,True,Fiber optic,False,True,True,False,False,True,Month-to-month,True,Electronic check,94.25,6081.39990234375,False
1500,7041-TXQJH,Female,0,False,False,37,False,,DSL,False,False,True,False,False,True,Month-to-month,True,Credit card (automatic),40.20000076293945,1478.8499755859375,False
1501,5014-GSOUQ,Male,0,False,False,13,True,False,No,,,,,,,Two year,False,Mailed check,19.950000762939453,243.6499938964844,False
1502,5724-BIDBU,Male,0,True,False,49,True,True,DSL,True,False,False,False,False,False,One year,True,Electronic check,55.34999847412109,2633.949951171875,False
1503,0481-SUMCB,Female,1,False,False,45,True,True,Fiber optic,False,False,True,False,True,True,One year,True,Bank transfer (automatic),102.1500015258789,4735.35009765625,False
1504,1769-GRUIK,Female,0,False,False,18,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,71.0999984741211,1247.75,False
1505,5240-IJOQT,Male,1,False,False,1,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,74.69999694824219,74.69999694824219,True
1506,8819-WFGGJ,Male,0,True,False,68,False,,DSL,True,False,True,False,True,True,Two year,True,Bank transfer (automatic),54.09999847412109,3794.5,False
1507,7427-AUFPY,Male,0,False,False,54,True,False,No,,,,,,,Two year,False,Credit card (automatic),19.649999618530277,1008.7000122070312,False
1508,2811-POVEX,Female,1,True,True,23,True,False,Fiber optic,False,True,True,False,False,True,Month-to-month,True,Bank transfer (automatic),88.44999694824219,2130.550048828125,False
1509,1092-GANHU,Male,0,False,False,17,True,False,Fiber optic,False,False,True,False,False,False,Month-to-month,True,Electronic check,76.6500015258789,1313.550048828125,True
1510,7898-PDWQE,Male,0,True,False,71,True,True,DSL,True,True,True,True,False,True,Two year,False,Credit card (automatic),80.4000015258789,5727.14990234375,False
1511,9972-EWRJS,Female,0,True,True,67,True,False,No,,,,,,,Two year,True,Bank transfer (automatic),19.25,1372.9000244140625,False
1512,9314-IJWSQ,Female,0,True,True,14,True,True,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Electronic check,84.80000305175781,1203.9000244140625,False
1513,0661-XEYAN,Female,1,False,False,1,False,,DSL,False,False,False,False,False,False,Month-to-month,True,Mailed check,25.799999237060547,25.799999237060547,True
1514,5799-JRCZO,Female,0,False,True,63,True,False,No,,,,,,,Two year,False,Credit card (automatic),19.5,1215.0999755859375,False
1515,1921-KYSAY,Female,0,False,False,41,True,True,DSL,False,False,True,True,False,True,One year,True,Electronic check,68.5999984741211,2877.050048828125,False
1516,6198-RTPMF,Female,0,True,False,17,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,False,Electronic check,92.5999984741211,1579.699951171875,False
1517,2924-KHUVI,Male,0,True,False,56,True,True,Fiber optic,True,False,False,False,True,True,One year,True,Electronic check,100.5500030517578,5514.9501953125,False
1518,1925-GMVBW,Female,0,False,False,5,True,False,No,,,,,,,Month-to-month,False,Credit card (automatic),20.549999237060547,96.0999984741211,False
1519,7881-EVUAD,Female,0,False,False,2,False,,DSL,True,True,False,False,False,True,Month-to-month,True,Electronic check,42.59999847412109,72.4000015258789,True
1520,6184-DYUOB,Female,0,True,False,3,True,False,No,,,,,,,Month-to-month,True,Mailed check,19.600000381469727,55.25,False
1521,9207-ZPANB,Male,0,False,False,37,True,True,DSL,True,True,True,True,False,False,One year,False,Electronic check,67.44999694824219,2443.300048828125,False
1522,5766-XQXMQ,Female,0,False,False,29,True,False,DSL,True,True,True,False,False,True,Month-to-month,True,Bank transfer (automatic),68.8499984741211,1970.5,True
1523,9327-QSDED,Male,0,False,False,8,True,False,DSL,False,False,False,False,False,False,Month-to-month,False,Mailed check,43.54999923706055,335.3999938964844,False
1524,1656-DRSMG,Female,0,False,False,63,True,True,Fiber optic,False,True,True,True,True,True,Month-to-month,True,Credit card (automatic),109.8499984741211,7002.9501953125,False
1525,3012-VFFMN,Female,0,True,True,7,True,False,No,,,,,,,Month-to-month,False,Mailed check,20.649999618530277,158.9499969482422,False
1526,2984-AFWNC,Female,0,False,False,3,True,False,Fiber optic,False,True,False,False,True,True,Month-to-month,False,Electronic check,95.4000015258789,293.1499938964844,False
1527,0640-YJTPY,Male,0,True,True,72,True,False,No,,,,,,,Two year,False,Bank transfer (automatic),21.0,1493.75,False
1528,8096-LOIST,Female,0,False,False,19,True,False,DSL,False,False,False,False,False,True,Month-to-month,True,Electronic check,56.20000076293945,1093.4000244140625,False
1529,9764-REAFF,Female,0,True,False,59,True,False,No,,,,,,,Two year,False,Bank transfer (automatic),18.399999618530277,1057.8499755859375,False
1530,3703-VAVCL,Male,0,True,True,2,True,False,Fiber optic,False,False,True,True,False,True,Month-to-month,False,Credit card (automatic),90.0,190.0500030517578,True
1531,7107-UBYKY,Female,0,True,True,35,True,True,No,,,,,,,Month-to-month,True,Electronic check,25.75,882.5499877929688,False
1532,4881-GQJTW,Male,0,False,False,14,True,False,No,,,,,,,Month-to-month,False,Credit card (automatic),19.600000381469727,300.3999938964844,False
1533,8519-QJGJD,Female,0,False,False,14,True,False,Fiber optic,False,False,True,False,False,False,Month-to-month,False,Electronic check,75.3499984741211,1025.949951171875,True
1534,7876-DNYAP,Female,0,True,True,69,True,False,No,,,,,,,Two year,False,Credit card (automatic),19.799999237060547,1436.949951171875,False
1535,7905-NJMXS,Male,1,True,False,7,True,True,DSL,True,True,False,True,False,False,Month-to-month,False,Electronic check,64.19999694824219,475.0,False
1536,2882-WDTBA,Male,0,True,True,69,True,False,DSL,True,True,True,True,True,False,Two year,True,Bank transfer (automatic),75.75,5388.14990234375,False
1537,2091-GPPIQ,Female,0,True,True,72,True,True,DSL,False,True,False,True,True,True,Two year,True,Electronic check,78.94999694824219,5730.14990234375,False
1538,6326-MTTXK,Male,0,False,False,8,True,True,Fiber optic,False,True,False,False,True,True,Month-to-month,False,Electronic check,100.8499984741211,819.5499877929688,True
1539,5071-FBJFS,Female,0,True,True,4,True,False,DSL,True,False,False,False,False,False,Month-to-month,False,Electronic check,50.29999923706055,217.1000061035156,False
1540,2796-UUZZO,Male,0,True,True,63,True,False,Fiber optic,False,True,True,False,False,False,Month-to-month,True,Credit card (automatic),80.30000305175781,4896.35009765625,False
1541,2429-AYKKO,Male,0,False,False,72,True,False,No,,,,,,,Two year,False,Bank transfer (automatic),19.850000381469727,1434.0999755859375,False
1542,9798-OPFEM,Female,0,False,False,46,True,False,No,,,,,,,Two year,True,Electronic check,21.100000381469727,937.0999755859376,False
1543,0330-IVZHA,Female,0,True,False,5,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Electronic check,69.94999694824219,330.1499938964844,True
1544,3794-NFNCH,Male,0,True,False,30,True,False,DSL,False,False,True,False,False,False,Month-to-month,True,Mailed check,50.0,1474.9000244140625,False
1545,5193-QLVZB,Male,0,False,False,63,True,True,Fiber optic,False,True,True,False,True,True,Two year,True,Bank transfer (automatic),104.75,6536.5,False
1546,7114-AEOZE,Female,0,False,False,60,True,False,No,,,,,,,Two year,False,Bank transfer (automatic),19.850000381469727,1128.0999755859375,False
1547,2886-KEFUM,Female,0,True,False,63,True,True,Fiber optic,False,True,True,False,True,True,One year,True,Electronic check,107.5,6873.75,True
1548,5522-NYKPB,Male,0,True,True,25,True,False,Fiber optic,False,False,False,True,True,False,Month-to-month,False,Electronic check,85.9000015258789,2199.050048828125,False
1549,4237-RLAQD,Male,0,False,False,1,True,False,DSL,False,False,False,False,False,False,Month-to-month,True,Mailed check,45.84999847412109,45.84999847412109,True
1550,9957-YODKZ,Male,1,True,False,6,True,True,Fiber optic,False,False,True,False,False,False,Month-to-month,True,Electronic check,80.80000305175781,457.1000061035156,False
1551,6518-KZXCB,Male,0,False,False,22,True,True,No,,,,,,,Two year,False,Mailed check,25.25,566.5,False
1552,2245-ADZFJ,Female,0,True,True,31,True,True,DSL,False,True,False,True,True,True,Two year,False,Bank transfer (automatic),80.55000305175781,2471.60009765625,False
1553,7776-QGYJC,Female,0,True,True,39,True,False,Fiber optic,False,False,True,True,False,False,Month-to-month,True,Bank transfer (automatic),81.5,3107.300048828125,False
1554,9313-QOLTZ,Male,0,False,False,26,True,False,No,,,,,,,Month-to-month,False,Mailed check,20.899999618530277,518.2999877929688,False
1555,9651-GTSAQ,Female,0,True,False,53,True,False,Fiber optic,True,True,True,False,True,True,One year,True,Bank transfer (automatic),106.0999984741211,5769.75,True
1556,3186-BAXNB,Female,0,False,False,1,True,False,Fiber optic,False,True,False,True,True,False,Month-to-month,False,Electronic check,91.6999969482422,91.6999969482422,True
1557,4672-FOTSD,Male,0,False,False,12,True,True,DSL,True,True,False,True,False,False,Month-to-month,True,Electronic check,67.25,832.2999877929688,False
1558,0637-YLETY,Female,0,False,False,16,True,True,Fiber optic,False,True,True,False,False,True,Month-to-month,True,Credit card (automatic),95.5999984741211,1555.6500244140625,True
1559,9818-XQCUV,Female,0,False,False,2,True,False,No,,,,,,,Month-to-month,False,Mailed check,20.350000381469727,45.29999923706055,False
1560,7338-ERIVA,Male,0,False,True,39,False,,DSL,True,False,False,True,True,False,One year,False,Bank transfer (automatic),45.04999923706055,1790.5999755859375,False
1561,1157-BQCUW,Male,0,False,False,1,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,74.94999694824219,74.94999694824219,True
1562,8259-NFJTV,Female,0,True,True,7,False,,DSL,True,False,False,True,False,False,Month-to-month,False,Mailed check,34.650001525878906,246.6000061035156,False
1563,3223-DWFIO,Male,1,False,False,4,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Electronic check,69.3499984741211,261.6499938964844,False
1564,2660-EMUBI,Male,1,False,False,10,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Electronic check,95.3499984741211,898.3499755859375,True
1565,6968-GMKPR,Female,0,False,False,55,True,False,Fiber optic,False,True,True,False,False,False,Month-to-month,True,Electronic check,81.55000305175781,4509.5,False
1566,4751-ERMAN,Male,0,True,True,72,True,False,DSL,False,True,True,False,True,True,Two year,True,Bank transfer (automatic),75.4000015258789,5480.25,False
1567,1436-ZMJAN,Female,0,True,False,10,True,False,DSL,False,False,True,False,True,True,Month-to-month,True,Credit card (automatic),67.80000305175781,653.1500244140625,False
1568,3292-PBZEJ,Male,1,False,False,11,True,True,Fiber optic,False,True,True,True,True,True,Month-to-month,True,Electronic check,111.4000015258789,1183.050048828125,False
1569,0799-DDIHE,Female,0,True,True,15,True,False,DSL,False,False,False,False,False,False,Month-to-month,False,Electronic check,46.29999923706055,639.4500122070312,False
1570,3070-FNFZQ,Female,0,True,True,23,True,False,No,,,,,,,Two year,False,Bank transfer (automatic),20.399999618530277,478.75,False
1571,2812-SFXMJ,Male,0,False,True,1,True,False,No,,,,,,,Month-to-month,False,Mailed check,20.049999237060547,20.049999237060547,False
1572,7675-OZCZG,Female,1,False,False,3,True,False,DSL,False,False,False,False,False,False,Month-to-month,False,Electronic check,45.0,127.0999984741211,True
1573,5014-WUQMG,Male,0,True,True,47,True,False,Fiber optic,True,True,True,False,False,True,One year,True,Electronic check,96.0999984741211,4391.4501953125,False
1574,5312-TSZVC,Female,0,False,True,15,True,False,No,,,,,,,One year,False,Mailed check,19.649999618530277,270.6000061035156,False
1575,2003-CKLOR,Male,0,False,False,66,True,False,Fiber optic,False,True,True,False,True,True,Month-to-month,False,Electronic check,99.5,6710.5,True
1576,0993-OSGPT,Female,1,True,False,68,True,False,DSL,False,True,True,True,False,False,One year,True,Bank transfer (automatic),60.650001525878906,3975.89990234375,False
1577,9254-RBFON,Female,0,True,True,17,True,False,Fiber optic,False,False,True,True,True,True,One year,False,Bank transfer (automatic),98.5999984741211,1704.949951171875,True
1578,1205-WNWPJ,Female,0,False,False,7,True,False,DSL,False,False,False,True,True,False,Month-to-month,True,Mailed check,59.5,415.9500122070313,True
1579,9391-EOYLI,Male,1,True,False,12,True,False,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Electronic check,80.44999694824219,950.2000122070312,True
1580,7108-DGVUU,Female,1,True,False,21,True,True,DSL,False,True,True,False,False,True,One year,False,Bank transfer (automatic),71.69999694824219,1497.050048828125,False
1581,2782-JEEBU,Male,0,False,False,21,False,,DSL,False,True,False,True,False,False,Month-to-month,True,Mailed check,36.0,780.1500244140625,False
1582,5127-BZENZ,Female,0,True,True,56,True,True,DSL,True,False,False,False,True,False,One year,False,Bank transfer (automatic),65.19999694824219,3512.14990234375,False
1583,2720-FVBQP,Female,0,True,True,6,True,True,DSL,False,False,False,False,False,False,Month-to-month,True,Credit card (automatic),48.95000076293945,273.25,False
1584,9906-NHHVC,Female,1,False,False,65,False,,DSL,False,True,True,False,True,True,Two year,True,Bank transfer (automatic),53.5,3517.89990234375,False
1585,4522-XRWWI,Male,0,True,False,42,True,True,DSL,True,False,False,True,True,True,One year,False,Credit card (automatic),80.44999694824219,3375.89990234375,False
1586,3766-EJLFL,Female,0,True,True,68,True,True,Fiber optic,True,False,True,True,True,True,Two year,True,Bank transfer (automatic),109.0500030517578,7508.5498046875,False
1587,5939-SXWHM,Male,0,True,True,48,True,True,No,,,,,,,Two year,False,Bank transfer (automatic),26.299999237060547,1245.050048828125,False
1588,8152-UOBNY,Female,1,False,False,50,True,True,Fiber optic,False,True,False,True,True,True,One year,True,Electronic check,106.8000030517578,5347.9501953125,False
1589,7351-KYHQH,Female,1,False,False,7,True,False,DSL,False,True,True,False,True,False,Month-to-month,True,Electronic check,64.94999694824219,493.6499938964844,False
1590,7643-RCHXS,Female,0,True,True,63,True,False,No,,,,,,,Two year,False,Electronic check,19.350000381469727,1263.8499755859375,False
1591,8246-SHFGA,Male,0,False,False,17,True,False,No,,,,,,,Month-to-month,False,Credit card (automatic),21.100000381469727,385.5499877929688,False
1592,8387-MOJJT,Female,0,True,True,42,True,False,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Credit card (automatic),77.94999694824219,3384.0,True
1593,0620-XEFWH,Male,0,True,True,4,True,False,No,,,,,,,Month-to-month,False,Mailed check,18.850000381469727,84.19999694824219,False
1594,6485-QXWWE,Female,0,False,True,62,True,True,No,,,,,,,Two year,False,Bank transfer (automatic),26.0,1638.699951171875,False
1595,2761-OCIAX,Male,1,False,False,2,True,False,Fiber optic,False,True,False,False,False,False,Month-to-month,True,Electronic check,74.69999694824219,165.39999389648438,True
1596,7321-VGNKU,Female,0,True,False,2,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,70.3499984741211,120.25,False
1597,5327-CNLUQ,Male,0,True,False,48,True,True,Fiber optic,True,True,True,False,True,False,Two year,True,Bank transfer (automatic),96.9000015258789,4473.4501953125,False
1598,7552-KEYGT,Male,0,True,False,27,True,False,No,,,,,,,Two year,False,Bank transfer (automatic),19.549999237060547,520.5499877929688,False
1599,5816-JMLGY,Female,0,True,True,70,True,False,DSL,False,True,True,True,True,True,Two year,True,Bank transfer (automatic),80.4000015258789,5717.85009765625,False
1600,3068-OMWZA,Male,1,False,False,1,True,True,Fiber optic,False,False,True,False,True,False,Month-to-month,True,Electronic check,88.80000305175781,88.80000305175781,True
1601,2927-QRRQV,Male,0,True,False,46,True,True,Fiber optic,False,True,True,False,True,False,One year,True,Electronic check,94.6500015258789,4312.5,False
1602,6032-KRXXO,Male,0,False,False,30,True,False,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Electronic check,90.25,2755.35009765625,True
1603,7459-RRWQZ,Female,0,False,False,15,True,True,DSL,True,False,False,False,False,True,Month-to-month,True,Bank transfer (automatic),64.6500015258789,994.5499877929688,True
